Pedido;SKU;DataSolicitacao;DataExpedicao;Qtd;Status;Transportadora;Episodio;Destino
41113;EPI0321;06/02/2023;08/02/2023;68;Aguardando;VelozLog;Produto Vencido;Curitiba-059
41114;EPI0418;18/12/2023;19/12/2023;18;Cancelado;CargasRápidas;Inventário Cíclico;BH-006
41115;EPI0381;05/11/2024;07/11/2024;13;Aguardando;CargasRápidas;Endereçamento Manual;Curitiba-006
41116;EPI0273;31/03/2024;01/04/2024;22;Aguardando;CargasRápidas;Recebimento Parcial;Brasília-067
41117;EPI0007;14/07/2024;14/07/2024;28;Faturado;TransBrasil;Entrada em Quarentena;Curitiba-013
41118;EPI0055;04/03/2024;07/03/2024;25;Faturado;TransBrasil;Embalagem com Lacre;Brasília-069
41119;EPI0455;04/08/2023;06/08/2023;16;Faturado;CargasRápidas;Produto Substituído;Brasília-059
41120;EPI0128;18/04/2025;20/04/2025;52;Cancelado;LogiExpress;Devolução por Avaria;São Paulo-018
41121;EPI0315;29/09/2023;02/10/2023;24;Faturado;TransBrasil;Pedido Parcial;Curitiba-063
41122;EPI0114;12/09/2023;14/09/2023;50;Faturado;VelozLog;Separação com Erro de SKU;Brasília-096
41123;EPI0033;09/04/2023;11/04/2023;54;Faturado;TransBrasil;Pedido Urgente;Curitiba-019
41124;EPI0234;18/04/2025;19/04/2025;8;Faturado;TransBrasil;Produto Vencido;Brasília-087
41125;EPI0295;22/05/2024;23/05/2024;39;Parcial;CargasRápidas;Devolução por Avaria;Curitiba-056
41126;EPI0214;06/01/2023;07/01/2023;39;Faturado;VelozLog;Endereçamento Manual;São Paulo-099
41127;EPI0239;29/11/2023;30/11/2023;31;Faturado;VelozLog;Divergência de Quantidade;Curitiba-093
41128;EPI0381;10/03/2025;10/03/2025;40;Faturado;VelozLog;Devolução por Desistência;BH-058
41129;EPI0044;16/12/2024;16/12/2024;61;Faturado;LogiExpress;Etiqueta Faltando;Rio-077
41130;EPI0125;01/11/2024;02/11/2024;16;Faturado;LogiExpress;Devolução por Desistência;BH-041
41131;EPI0288;10/06/2024;10/06/2024;13;Faturado;TransBrasil;Entrada em Quarentena;Rio-004
41132;EPI0333;19/05/2024;20/05/2024;37;Faturado;LogiExpress;Etiqueta Faltando;BH-084
41133;EPI0413;17/12/2023;17/12/2023;77;Faturado;CargasRápidas;Pedido Urgente;São Paulo-048
41134;EPI0043;30/06/2023;02/07/2023;33;Faturado;CargasRápidas;Endereçamento Manual;BH-084
41135;EPI0326;01/03/2025;02/03/2025;88;Aguardando;VelozLog;Devolução por Troca;Brasília-058
41136;EPI0378;01/12/2023;01/12/2023;25;Faturado;TransBrasil;Inventário com Divergência;São Paulo-045
41137;EPI0131;22/03/2024;25/03/2024;35;Faturado;TransBrasil;Devolução por Desistência;Brasília-060
41138;EPI0321;16/12/2024;17/12/2024;50;Faturado;TransBrasil;Pedido Urgente;Curitiba-098
41139;EPI0350;17/06/2024;17/06/2024;48;Faturado;VelozLog;Devolução por Avaria;Rio-029
41140;EPI0307;21/02/2024;24/02/2024;42;Faturado;VelozLog;Endereçamento Automático;Brasília-055
41141;EPI0227;10/10/2023;11/10/2023;17;Faturado;LogiExpress;Produto Vencido;BH-091
41142;EPI0176;14/11/2024;15/11/2024;26;Faturado;VelozLog;Separação com Erro de SKU;Rio-037
41143;EPI0273;04/12/2023;05/12/2023;27;Faturado;TransBrasil;Pedido Parcial;Curitiba-055
41144;EPI0116;18/05/2024;18/05/2024;15;Faturado;VelozLog;Embalagem com Lacre;BH-066
41145;EPI0370;26/02/2023;01/03/2023;34;Faturado;TransBrasil;Entrada em Quarentena;Curitiba-048
41146;EPI0301;04/06/2025;06/06/2025;36;Faturado;TransBrasil;Embalagem com Lacre;Rio-056
41147;EPI0289;23/09/2024;25/09/2024;47;Faturado;VelozLog;Devolução por Desistência;Rio-028
41148;EPI0139;22/03/2024;24/03/2024;12;Faturado;VelozLog;Divergência de Validade;BH-015
41149;EPI0312;21/07/2025;23/07/2025;35;Faturado;TransBrasil;Devolução por Avaria;Rio-036
41150;EPI0198;02/12/2024;05/12/2024;33;Faturado;LogiExpress;Devolução por Desistência;Curitiba-048
41151;EPI0399;22/11/2023;24/11/2023;63;Faturado;VelozLog;Inventário Cíclico;Curitiba-072
41152;EPI0166;21/02/2023;24/02/2023;39;Aguardando;CargasRápidas;Inventário com Divergência;BH-046
41153;EPI0472;27/03/2023;27/03/2023;21;Aguardando;VelozLog;Embalagem com Lacre;Rio-081
41154;EPI0350;09/02/2024;09/02/2024;31;Faturado;LogiExpress;Produto Substituído;Curitiba-090
41155;EPI0322;04/04/2024;06/04/2024;29;Faturado;LogiExpress;Etiqueta Faltando;São Paulo-073
41156;EPI0041;20/02/2025;23/02/2025;25;Cancelado;LogiExpress;Pedido Parcial;Curitiba-087
41157;EPI0072;01/02/2025;03/02/2025;61;Faturado;TransBrasil;Inventário com Divergência;BH-011
41158;EPI0083;17/06/2023;17/06/2023;62;Faturado;LogiExpress;Endereçamento Manual;BH-076
41159;EPI0176;20/06/2024;20/06/2024;26;Faturado;TransBrasil;Embalagem com Etiqueta de Transporte;Brasília-012
41160;EPI0251;29/11/2023;02/12/2023;28;Faturado;CargasRápidas;Produto Vencido;Curitiba-050
41161;EPI0104;21/06/2025;21/06/2025;11;Faturado;TransBrasil;Embalagem com Etiqueta de Transporte;Brasília-027
41162;EPI0151;07/11/2024;08/11/2024;27;Faturado;TransBrasil;Inventário Cíclico;Curitiba-030
41163;EPI0488;19/02/2025;20/02/2025;43;Faturado;TransBrasil;Endereçamento Automático;São Paulo-016
41164;EPI0257;25/02/2025;27/02/2025;22;Faturado;VelozLog;Divergência de Quantidade;Rio-003
41165;EPI0060;10/09/2023;10/09/2023;28;Cancelado;TransBrasil;Pedido Cancelado;BH-003
41166;EPI0384;02/04/2025;03/04/2025;9;Faturado;CargasRápidas;Embalagem com Etiqueta de Transporte;BH-022
41167;EPI0189;03/06/2025;04/06/2025;44;Faturado;CargasRápidas;Recebimento com Avaria;Curitiba-028
41168;EPI0459;18/03/2024;19/03/2024;19;Faturado;LogiExpress;Embalagem com Lacre;BH-016
41169;EPI0029;17/05/2024;18/05/2024;21;Faturado;LogiExpress;Pedido Cancelado;BH-045
41170;EPI0236;01/03/2023;02/03/2023;9;Faturado;CargasRápidas;Produto Próximo ao Vencimento;Rio-043
41171;EPI0066;29/03/2025;31/03/2025;50;Faturado;CargasRápidas;Pedido Urgente;São Paulo-077
41172;EPI0325;14/08/2024;16/08/2024;45;Faturado;LogiExpress;Pedido Cancelado;Rio-098
41173;EPI0296;12/03/2023;13/03/2023;10;Faturado;VelozLog;Inventário Cíclico;Brasília-068
41174;EPI0160;13/09/2023;15/09/2023;24;Faturado;LogiExpress;Recebimento Normal;Curitiba-026
41175;EPI0030;25/01/2024;28/01/2024;35;Faturado;LogiExpress;Produto Substituído;São Paulo-037
41176;EPI0477;16/06/2023;17/06/2023;81;Faturado;TransBrasil;Pedido Cancelado;São Paulo-060
41177;EPI0338;24/03/2025;24/03/2025;82;Faturado;VelozLog;Separação com Erro de SKU;Rio-090
41178;EPI0349;13/08/2024;16/08/2024;36;Faturado;TransBrasil;Pedido Urgente;Curitiba-070
41179;EPI0451;03/04/2024;03/04/2024;58;Faturado;TransBrasil;Recebimento Normal;São Paulo-005
41180;EPI0235;30/05/2024;30/05/2024;57;Cancelado;VelozLog;Divergência de Validade;Curitiba-069
41181;EPI0362;26/11/2024;28/11/2024;66;Faturado;CargasRápidas;Endereçamento Automático;Curitiba-076
41182;EPI0414;24/10/2024;26/10/2024;107;Faturado;CargasRápidas;Endereçamento Manual;Brasília-074
41183;EPI0399;15/07/2025;15/07/2025;57;Cancelado;TransBrasil;Pedido Cancelado;Curitiba-076
41184;EPI0409;19/06/2025;22/06/2025;74;Faturado;VelozLog;Endereçamento Manual;BH-049
41185;EPI0351;09/01/2025;12/01/2025;26;Faturado;CargasRápidas;Endereçamento Manual;BH-053
41186;EPI0206;04/04/2025;06/04/2025;34;Faturado;LogiExpress;Pedido Cancelado;São Paulo-077
41187;EPI0213;03/03/2023;04/03/2023;30;Faturado;CargasRápidas;Inventário Cíclico;Curitiba-085
41188;EPI0231;17/07/2023;19/07/2023;28;Parcial;CargasRápidas;Endereçamento Automático;Brasília-058
41189;EPI0263;08/02/2023;10/02/2023;17;Aguardando;CargasRápidas;Devolução por Avaria;São Paulo-084
41190;EPI0232;11/01/2025;14/01/2025;26;Faturado;CargasRápidas;Produto Vencido;BH-069
41191;EPI0382;22/04/2024;22/04/2024;64;Faturado;LogiExpress;Devolução por Avaria;Curitiba-090
41192;EPI0260;24/03/2023;24/03/2023;33;Faturado;LogiExpress;Recebimento Parcial;Rio-003
41193;EPI0383;12/01/2025;14/01/2025;61;Faturado;TransBrasil;Devolução por Desistência;Curitiba-087
41194;EPI0193;05/04/2024;07/04/2024;76;Faturado;TransBrasil;Pedido Parcial;BH-086
41195;EPI0258;21/05/2024;23/05/2024;36;Faturado;TransBrasil;Devolução por Avaria;Curitiba-023
41196;EPI0379;24/04/2025;25/04/2025;41;Faturado;LogiExpress;Devolução por Troca;Curitiba-067
41197;EPI0172;28/05/2024;28/05/2024;44;Faturado;VelozLog;Devolução por Desistência;BH-009
41198;EPI0330;12/08/2023;15/08/2023;29;Faturado;TransBrasil;Etiqueta Faltando;Curitiba-004
41199;EPI0131;25/03/2024;26/03/2024;22;Faturado;LogiExpress;Recebimento Parcial;São Paulo-018
41200;EPI0407;13/02/2025;14/02/2025;62;Faturado;TransBrasil;Produto Vencido;Brasília-013
41201;EPI0121;27/01/2025;27/01/2025;11;Faturado;CargasRápidas;Recebimento Parcial;BH-049
41202;EPI0231;17/02/2024;17/02/2024;29;Faturado;CargasRápidas;Produto Vencido;Brasília-022
41203;EPI0322;14/10/2023;15/10/2023;36;Cancelado;VelozLog;Devolução por Avaria;Rio-078
41204;EPI0045;16/07/2024;16/07/2024;41;Aguardando;CargasRápidas;Divergência de Quantidade;BH-099
41205;EPI0232;06/06/2023;09/06/2023;20;Faturado;LogiExpress;Endereçamento Manual;BH-061
41206;EPI0291;21/04/2025;24/04/2025;10;Cancelado;VelozLog;Etiqueta Faltando;Rio-054
41207;EPI0303;15/05/2023;15/05/2023;52;Faturado;CargasRápidas;Etiqueta Faltando;São Paulo-020
41208;EPI0221;24/01/2025;26/01/2025;20;Faturado;CargasRápidas;Recebimento Normal;Rio-091
41209;EPI0484;17/04/2025;19/04/2025;35;Faturado;CargasRápidas;Pedido Parcial;Curitiba-027
41210;EPI0487;05/06/2025;07/06/2025;15;Faturado;VelozLog;Produto Próximo ao Vencimento;BH-007
41211;EPI0301;30/12/2024;01/01/2025;20;Faturado;LogiExpress;Entrada em Quarentena;BH-031
41212;EPI0306;28/10/2024;28/10/2024;26;Faturado;CargasRápidas;Devolução por Desistência;Brasília-081
41213;EPI0473;25/09/2023;26/09/2023;14;Faturado;CargasRápidas;Divergência de Quantidade;BH-089
41214;EPI0069;28/04/2024;30/04/2024;32;Faturado;TransBrasil;Endereçamento Automático;BH-093
41215;EPI0088;25/07/2023;28/07/2023;36;Faturado;CargasRápidas;Divergência de Quantidade;Brasília-069
41216;EPI0203;10/04/2025;11/04/2025;4;Aguardando;TransBrasil;Devolução por Desistência;Brasília-087
41217;EPI0031;31/05/2024;31/05/2024;20;Faturado;VelozLog;Etiqueta Faltando;Curitiba-042
41218;EPI0408;24/01/2025;24/01/2025;54;Faturado;TransBrasil;Pedido Urgente;São Paulo-009
41219;EPI0224;18/07/2023;21/07/2023;12;Faturado;CargasRápidas;Separação Manual;Curitiba-038
41220;EPI0440;06/01/2024;08/01/2024;45;Faturado;TransBrasil;Etiqueta Faltando;BH-045
41221;EPI0381;11/11/2024;12/11/2024;59;Faturado;VelozLog;Falta de Estoque;São Paulo-046
41222;EPI0357;21/04/2024;22/04/2024;16;Faturado;TransBrasil;Devolução por Troca;Brasília-033
41223;EPI0268;09/05/2023;10/05/2023;10;Faturado;CargasRápidas;Entrada em Quarentena;BH-079
41224;EPI0296;06/07/2025;07/07/2025;9;Faturado;LogiExpress;Devolução por Troca;Brasília-073
41225;EPI0019;10/11/2023;13/11/2023;29;Faturado;CargasRápidas;Endereçamento Automático;Brasília-088
41226;EPI0460;09/01/2025;10/01/2025;63;Parcial;TransBrasil;Inventário Cíclico;Brasília-063
41227;EPI0466;14/07/2023;16/07/2023;45;Faturado;VelozLog;Divergência de Quantidade;Curitiba-012
41228;EPI0452;17/05/2025;20/05/2025;10;Faturado;LogiExpress;Produto Substituído;São Paulo-021
41229;EPI0388;31/01/2025;01/02/2025;26;Faturado;LogiExpress;Recebimento Parcial;Curitiba-024
41230;EPI0133;27/09/2024;29/09/2024;44;Parcial;TransBrasil;Divergência de Quantidade;Curitiba-033
41231;EPI0292;07/06/2023;09/06/2023;5;Faturado;VelozLog;Devolução por Troca;Rio-010
41232;EPI0427;12/02/2024;14/02/2024;32;Faturado;CargasRápidas;Divergência de Quantidade;BH-079
41233;EPI0106;23/07/2025;23/07/2025;19;Faturado;CargasRápidas;Pedido Cancelado;Curitiba-025
41234;EPI0309;25/07/2024;25/07/2024;7;Faturado;TransBrasil;Separação com Erro de SKU;São Paulo-098
41235;EPI0454;29/08/2023;29/08/2023;21;Faturado;LogiExpress;Recebimento com Avaria;Rio-076
41236;EPI0177;01/04/2023;04/04/2023;9;Faturado;VelozLog;Produto Próximo ao Vencimento;Rio-029
41237;EPI0242;04/04/2025;05/04/2025;8;Faturado;CargasRápidas;Recebimento Parcial;BH-025
41238;EPI0442;13/06/2025;13/06/2025;24;Aguardando;CargasRápidas;Devolução por Troca;São Paulo-011
41239;EPI0389;23/06/2023;25/06/2023;6;Faturado;TransBrasil;Divergência de Quantidade;BH-059
41240;EPI0150;03/02/2023;04/02/2023;28;Faturado;LogiExpress;Devolução por Avaria;BH-032
41241;EPI0347;19/05/2023;19/05/2023;20;Faturado;LogiExpress;Separação Manual;Brasília-084
41242;EPI0166;16/09/2023;16/09/2023;29;Faturado;LogiExpress;Devolução por Troca;Rio-030
41243;EPI0018;14/07/2023;17/07/2023;22;Parcial;LogiExpress;Devolução por Avaria;BH-019
41244;EPI0074;31/12/2023;03/01/2024;39;Cancelado;TransBrasil;Divergência de Validade;BH-009
41245;EPI0215;06/02/2024;09/02/2024;24;Faturado;VelozLog;Produto Vencido;Curitiba-047
41246;EPI0457;01/02/2023;01/02/2023;10;Faturado;CargasRápidas;Devolução por Avaria;São Paulo-064
41247;EPI0253;23/06/2025;24/06/2025;33;Faturado;TransBrasil;Devolução por Avaria;BH-071
41248;EPI0213;25/12/2024;28/12/2024;54;Cancelado;TransBrasil;Endereçamento Manual;Curitiba-089
41249;EPI0470;02/10/2023;02/10/2023;26;Parcial;VelozLog;Embalagem com Etiqueta de Transporte;Brasília-053
41250;EPI0342;06/04/2025;09/04/2025;37;Faturado;VelozLog;Pedido Urgente;Rio-035
41251;EPI0500;01/01/2023;03/01/2023;6;Faturado;LogiExpress;Entrada em Quarentena;BH-029
41252;EPI0225;31/07/2023;01/08/2023;32;Parcial;CargasRápidas;Etiqueta Faltando;São Paulo-071
41253;EPI0180;07/11/2023;07/11/2023;9;Faturado;LogiExpress;Recebimento Normal;São Paulo-063
41254;EPI0404;11/03/2023;14/03/2023;28;Faturado;LogiExpress;Devolução por Avaria;São Paulo-075
41255;EPI0370;12/11/2023;15/11/2023;39;Faturado;LogiExpress;Falta de Estoque;Curitiba-013
41256;EPI0052;19/03/2024;22/03/2024;23;Faturado;CargasRápidas;Endereçamento Manual;BH-053
41257;EPI0152;23/02/2024;23/02/2024;17;Faturado;LogiExpress;Falta de Estoque;São Paulo-037
41258;EPI0013;03/09/2024;05/09/2024;42;Faturado;VelozLog;Separação com Erro de SKU;Curitiba-091
41259;EPI0046;24/04/2023;24/04/2023;17;Aguardando;VelozLog;Endereçamento Automático;Curitiba-006
41260;EPI0150;08/06/2024;08/06/2024;33;Parcial;VelozLog;Devolução por Troca;Rio-011
41261;EPI0037;03/02/2023;06/02/2023;5;Faturado;VelozLog;Inventário Cíclico;Curitiba-097
41262;EPI0147;13/07/2024;14/07/2024;14;Faturado;LogiExpress;Recebimento Parcial;São Paulo-063
41263;EPI0394;09/07/2023;09/07/2023;10;Faturado;TransBrasil;Recebimento Normal;São Paulo-034
41264;EPI0061;28/06/2023;30/06/2023;46;Faturado;VelozLog;Falta de Estoque;Brasília-023
41265;EPI0139;21/06/2025;21/06/2025;58;Faturado;VelozLog;Falta de Estoque;BH-083
41266;EPI0165;04/12/2023;06/12/2023;27;Aguardando;VelozLog;Etiqueta Faltando;BH-098
41267;EPI0078;20/04/2025;22/04/2025;31;Faturado;LogiExpress;Pedido Parcial;Rio-094
41268;EPI0076;13/06/2023;16/06/2023;30;Faturado;TransBrasil;Devolução por Troca;Brasília-042
41269;EPI0412;02/10/2024;03/10/2024;34;Faturado;CargasRápidas;Recebimento Parcial;Curitiba-077
41270;EPI0251;16/07/2025;18/07/2025;82;Faturado;VelozLog;Endereçamento Automático;Rio-067
41271;EPI0167;14/10/2023;15/10/2023;26;Faturado;VelozLog;Inventário Cíclico;São Paulo-035
41272;EPI0419;23/02/2023;26/02/2023;60;Faturado;VelozLog;Divergência de Validade;Curitiba-092
41273;EPI0293;27/02/2025;27/02/2025;74;Faturado;TransBrasil;Produto Substituído;Rio-081
41274;EPI0390;11/05/2025;11/05/2025;21;Aguardando;TransBrasil;Pedido Urgente;Curitiba-094
41275;EPI0466;08/11/2023;08/11/2023;62;Aguardando;CargasRápidas;Pedido Cancelado;Brasília-059
41276;EPI0260;24/10/2023;25/10/2023;42;Faturado;TransBrasil;Recebimento Parcial;Rio-045
41277;EPI0432;29/05/2023;01/06/2023;37;Faturado;LogiExpress;Devolução por Avaria;Rio-052
41278;EPI0135;26/07/2024;29/07/2024;33;Faturado;VelozLog;Entrada em Quarentena;Curitiba-056
41279;EPI0065;23/07/2024;25/07/2024;41;Faturado;TransBrasil;Recebimento Parcial;Rio-020
41280;EPI0451;27/04/2024;28/04/2024;40;Faturado;TransBrasil;Endereçamento Automático;Curitiba-071
41281;EPI0270;30/06/2025;01/07/2025;21;Faturado;CargasRápidas;Etiqueta Faltando;São Paulo-034
41282;EPI0380;04/12/2024;06/12/2024;11;Faturado;TransBrasil;Divergência de Validade;São Paulo-023
41283;EPI0203;11/10/2024;12/10/2024;40;Faturado;VelozLog;Divergência de Quantidade;BH-036
41284;EPI0238;20/03/2025;23/03/2025;23;Aguardando;VelozLog;Devolução por Desistência;São Paulo-052
41285;EPI0392;29/05/2024;31/05/2024;63;Faturado;LogiExpress;Produto Vencido;São Paulo-092
41286;EPI0408;01/05/2025;02/05/2025;36;Aguardando;CargasRápidas;Devolução por Desistência;Curitiba-039
41287;EPI0317;01/03/2024;02/03/2024;15;Faturado;VelozLog;Devolução por Troca;Curitiba-020
41288;EPI0171;27/11/2023;30/11/2023;11;Faturado;LogiExpress;Recebimento Normal;BH-049
41289;EPI0045;13/02/2024;16/02/2024;28;Faturado;VelozLog;Inventário Cíclico;São Paulo-066
41290;EPI0188;08/02/2023;08/02/2023;13;Faturado;VelozLog;Devolução por Troca;Brasília-099
41291;EPI0024;09/09/2024;11/09/2024;31;Faturado;CargasRápidas;Divergência de Validade;Brasília-002
41292;EPI0167;31/08/2024;03/09/2024;9;Faturado;LogiExpress;Etiqueta Faltando;BH-016
41293;EPI0145;26/11/2023;27/11/2023;49;Faturado;VelozLog;Recebimento Normal;Brasília-096
41294;EPI0013;07/01/2025;10/01/2025;21;Faturado;VelozLog;Divergência de Quantidade;Rio-071
41295;EPI0324;23/04/2023;24/04/2023;86;Faturado;LogiExpress;Falta de Estoque;Rio-074
41296;EPI0427;22/11/2024;24/11/2024;18;Faturado;CargasRápidas;Pedido Cancelado;São Paulo-075
41297;EPI0281;13/03/2024;13/03/2024;14;Parcial;CargasRápidas;Pedido Parcial;Brasília-097
41298;EPI0022;26/05/2023;27/05/2023;18;Faturado;CargasRápidas;Falta de Estoque;Curitiba-048
41299;EPI0345;23/06/2023;24/06/2023;32;Faturado;VelozLog;Produto Substituído;São Paulo-020
41300;EPI0142;09/09/2023;12/09/2023;26;Aguardando;VelozLog;Endereçamento Automático;São Paulo-022
41301;EPI0230;12/06/2023;15/06/2023;54;Faturado;LogiExpress;Pedido Urgente;Rio-052
41302;EPI0075;30/09/2024;30/09/2024;30;Parcial;CargasRápidas;Divergência de Validade;Rio-066
41303;EPI0033;16/05/2023;16/05/2023;41;Faturado;LogiExpress;Endereçamento Manual;BH-049
41304;EPI0137;10/01/2025;13/01/2025;54;Aguardando;TransBrasil;Produto Vencido;Brasília-078
41305;EPI0015;27/05/2023;29/05/2023;27;Parcial;VelozLog;Produto Próximo ao Vencimento;São Paulo-029
41306;EPI0095;01/07/2023;04/07/2023;26;Aguardando;LogiExpress;Pedido Urgente;BH-072
41307;EPI0089;14/09/2024;15/09/2024;8;Faturado;CargasRápidas;Pedido Cancelado;BH-071
41308;EPI0278;29/04/2023;02/05/2023;40;Aguardando;TransBrasil;Produto Vencido;Brasília-077
41309;EPI0232;18/07/2024;19/07/2024;24;Faturado;VelozLog;Produto Vencido;Curitiba-045
41310;EPI0201;05/01/2023;06/01/2023;44;Faturado;VelozLog;Endereçamento Automático;Curitiba-048
41311;EPI0200;04/05/2024;04/05/2024;38;Faturado;TransBrasil;Pedido Parcial;Curitiba-064
41312;EPI0242;05/07/2023;06/07/2023;13;Faturado;LogiExpress;Inventário Cíclico;Brasília-033
41313;EPI0100;01/01/2025;03/01/2025;12;Aguardando;TransBrasil;Devolução por Avaria;São Paulo-027
41314;EPI0460;11/02/2024;11/02/2024;18;Faturado;LogiExpress;Produto Substituído;São Paulo-069
41315;EPI0064;18/08/2024;18/08/2024;14;Faturado;CargasRápidas;Pedido Cancelado;São Paulo-073
41316;EPI0261;16/12/2024;17/12/2024;74;Faturado;CargasRápidas;Embalagem com Lacre;Rio-059
41317;EPI0222;22/02/2025;23/02/2025;27;Faturado;VelozLog;Divergência de Quantidade;São Paulo-073
41318;EPI0468;19/02/2023;22/02/2023;22;Faturado;LogiExpress;Endereçamento Manual;Rio-017
41319;EPI0269;01/08/2024;03/08/2024;38;Aguardando;TransBrasil;Pedido Parcial;Brasília-062
41320;EPI0087;11/04/2023;14/04/2023;54;Faturado;LogiExpress;Divergência de Validade;Brasília-073
41321;EPI0174;23/03/2025;23/03/2025;4;Faturado;TransBrasil;Inventário com Divergência;Curitiba-023
41322;EPI0250;13/01/2024;13/01/2024;10;Faturado;VelozLog;Divergência de Quantidade;Brasília-084
41323;EPI0107;15/08/2024;17/08/2024;24;Faturado;LogiExpress;Produto Próximo ao Vencimento;Rio-056
41324;EPI0355;31/05/2024;31/05/2024;29;Faturado;LogiExpress;Embalagem com Etiqueta de Transporte;São Paulo-021
41325;EPI0028;06/03/2023;08/03/2023;28;Faturado;CargasRápidas;Produto Vencido;Brasília-033
41326;EPI0162;15/01/2024;18/01/2024;30;Faturado;CargasRápidas;Embalagem com Lacre;BH-012
41327;EPI0173;27/01/2024;29/01/2024;10;Faturado;VelozLog;Etiqueta Faltando;Rio-007
41328;EPI0429;23/12/2023;23/12/2023;28;Faturado;VelozLog;Produto Substituído;BH-043
41329;EPI0234;07/06/2024;10/06/2024;23;Faturado;VelozLog;Inventário com Divergência;Brasília-008
41330;EPI0264;06/09/2024;09/09/2024;5;Aguardando;TransBrasil;Recebimento Parcial;BH-061
41331;EPI0406;14/11/2023;14/11/2023;15;Faturado;VelozLog;Pedido Urgente;BH-009
41332;EPI0248;23/05/2025;23/05/2025;12;Faturado;VelozLog;Recebimento Parcial;Brasília-047
41333;EPI0176;20/08/2023;21/08/2023;61;Faturado;CargasRápidas;Pedido Parcial;Brasília-001
41334;EPI0205;27/01/2024;30/01/2024;39;Faturado;CargasRápidas;Pedido Parcial;São Paulo-060
41335;EPI0285;18/03/2024;18/03/2024;25;Faturado;LogiExpress;Produto Substituído;Curitiba-046
41336;EPI0090;07/05/2024;10/05/2024;36;Faturado;CargasRápidas;Divergência de Validade;Rio-033
41337;EPI0186;14/05/2023;15/05/2023;31;Faturado;TransBrasil;Endereçamento Automático;São Paulo-070
41338;EPI0152;24/02/2024;25/02/2024;35;Faturado;LogiExpress;Separação com Erro de SKU;São Paulo-011
41339;EPI0237;20/08/2024;22/08/2024;18;Aguardando;LogiExpress;Recebimento com Avaria;BH-016
41340;EPI0404;29/06/2025;01/07/2025;45;Faturado;CargasRápidas;Pedido Cancelado;Rio-024
41341;EPI0496;11/06/2023;13/06/2023;64;Faturado;VelozLog;Etiqueta Faltando;Rio-021
41342;EPI0365;08/02/2025;09/02/2025;33;Faturado;TransBrasil;Pedido Urgente;Curitiba-037
41343;EPI0068;25/12/2023;26/12/2023;56;Faturado;CargasRápidas;Separação com Erro de SKU;São Paulo-027
41344;EPI0446;05/08/2023;05/08/2023;66;Faturado;LogiExpress;Produto Próximo ao Vencimento;BH-049
41345;EPI0178;24/10/2024;25/10/2024;16;Faturado;VelozLog;Produto Próximo ao Vencimento;Curitiba-046
41346;EPI0491;25/03/2023;26/03/2023;23;Faturado;TransBrasil;Inventário com Divergência;BH-045
41347;EPI0205;16/05/2025;17/05/2025;13;Aguardando;VelozLog;Recebimento Normal;Brasília-050
41348;EPI0467;24/06/2023;26/06/2023;22;Faturado;VelozLog;Produto Vencido;Brasília-047
41349;EPI0390;18/02/2024;19/02/2024;73;Faturado;LogiExpress;Etiqueta Faltando;Curitiba-003
41350;EPI0336;24/02/2023;24/02/2023;18;Faturado;CargasRápidas;Embalagem com Etiqueta de Transporte;Rio-081
41351;EPI0234;06/02/2023;07/02/2023;14;Faturado;CargasRápidas;Inventário com Divergência;BH-043
41352;EPI0214;29/04/2023;02/05/2023;66;Faturado;TransBrasil;Etiqueta Faltando;BH-088
41353;EPI0286;30/07/2023;31/07/2023;17;Faturado;TransBrasil;Produto Próximo ao Vencimento;BH-079
41354;EPI0465;16/10/2023;18/10/2023;23;Faturado;CargasRápidas;Produto Substituído;Curitiba-048
41355;EPI0321;12/08/2024;15/08/2024;33;Faturado;LogiExpress;Produto Substituído;Curitiba-087
41356;EPI0500;25/03/2023;26/03/2023;27;Faturado;VelozLog;Recebimento com Avaria;BH-012
41357;EPI0389;20/02/2023;22/02/2023;22;Faturado;TransBrasil;Endereçamento Automático;São Paulo-075
41358;EPI0247;17/06/2023;19/06/2023;29;Faturado;TransBrasil;Pedido Cancelado;BH-043
41359;EPI0406;20/07/2025;20/07/2025;36;Faturado;LogiExpress;Separação Manual;Rio-028
41360;EPI0319;11/02/2023;13/02/2023;65;Faturado;LogiExpress;Recebimento Normal;Curitiba-072
41361;EPI0294;19/03/2023;20/03/2023;47;Faturado;TransBrasil;Entrada em Quarentena;São Paulo-059
41362;EPI0422;04/09/2023;05/09/2023;14;Faturado;VelozLog;Produto Próximo ao Vencimento;São Paulo-064
41363;EPI0268;05/10/2023;08/10/2023;29;Faturado;LogiExpress;Pedido Parcial;Brasília-055
41364;EPI0303;25/07/2023;26/07/2023;6;Faturado;CargasRápidas;Pedido Urgente;BH-079
41365;EPI0009;02/05/2023;02/05/2023;23;Faturado;TransBrasil;Embalagem com Lacre;BH-055
41366;EPI0387;20/05/2024;20/05/2024;34;Faturado;VelozLog;Devolução por Troca;Brasília-002
41367;EPI0139;29/06/2023;30/06/2023;20;Faturado;CargasRápidas;Falta de Estoque;Brasília-040
41368;EPI0203;15/05/2024;16/05/2024;35;Faturado;LogiExpress;Produto Vencido;Rio-047
41369;EPI0252;03/06/2025;06/06/2025;11;Faturado;TransBrasil;Endereçamento Automático;São Paulo-071
41370;EPI0350;15/05/2023;18/05/2023;41;Faturado;CargasRápidas;Inventário Cíclico;São Paulo-002
